country,Revenue , cost ,date,category,customer_name,sales_manager,sales_rep,device_type,order_id,profit
Portugal,"1,09,714","95,769",07-05-2020,Smartphones,"Bashirian, Okuneva and Bechtelar",Celine Tumasian,Aurelie Wren,PC,31-7075495,"13,945"
Netherlands,"2,00,472","1,70,181",19-06-2020,Electronics,Wiza and Sons,Denice Amberg,Nero Harbisher,PC,98-5774102,"30,291"
France,"35,215","27,985",13-03-2019,Electronics,"Lueilwitz, Kerluke and Lesch",Othello Bowes,Ora Grennan,PC,46-5580805,"7,230"
Ireland,"1,61,631","1,33,992",04-04-2019,Appliances,Friesen-Rath,Glenine Suttaby,Palm Wetherald,PC,39-6568658,"27,639"
Portugal,"1,79,184","1,42,433",08-05-2020,Appliances,"Hamill, Kulas and Roob",Celine Tumasian,Brynn Dempster,PC,85-1464621,"36,751"
Sweden,"80,867","63,982",12-02-2019,Books,Dibbert Inc,Maxie Marrow,Anita Woakes,PC,86-6763776,"16,885"
France,"96,613","79,242",24-04-2019,Books,Johns and Sons,Othello Bowes,Ora Grennan,PC,03-7559332,"17,371"
Portugal,"89,600","70,811",21-01-2020,Games,Wisoky Inc,Celine Tumasian,Smitty Culverhouse,PC,36-7939842,"18,789"
Portugal,"41,922","34,774",28-11-2020,Games,Gislason-Stanton,Celine Tumasian,Hortense Gerring,Tablet,38-7603760,"7,148"
UK,"1,51,012","1,26,080",25-08-2020,Accessories,Johns and Sons,Jessamine Apark,Jay Morefield,PC,11-5630090,"24,932"
Portugal,"1,12,481","96,700",11-04-2020,Electronics,"Dickinson, Hyatt and Berge",Celine Tumasian,Hortense Gerring,Mobile,97-6414953,"15,781"
France,"90,229","77,967",27-01-2019,Electronics,Wiza and Sons,Othello Bowes,Avrit Chanders,PC,64-9816105,"12,262"
UK,"1,41,552","1,22,995",17-09-2019,Beauty,"Dickinson, Hyatt and Berge",Jessamine Apark,Winny Agnolo,PC,59-0893568,"18,558"
UK,"29,783","23,719",27-11-2019,Books,"Schmitt, Purdy and Johnson",Jessamine Apark,Winny Agnolo,PC,18-0945763,"6,064"
Sweden,"1,49,939","1,31,541",24-12-2020,Books,Walter LLC,Maxie Marrow,Madelon Bront,PC,26-1771681,"18,397"
Sweden,"1,03,840","90,683",23-08-2020,Books,Schoen-Keeling,Maxie Marrow,Tarrah Castelletti,PC,57-6427586,"13,157"
Portugal,"30,550","25,458",31-05-2019,Beauty,"Farrell, Swaniawski and Crist",Celine Tumasian,Smitty Culverhouse,Mobile,73-3910940,"5,093"
Sweden,"24,788","20,455",12-02-2019,Other,"Lueilwitz, Kerluke and Lesch",Maxie Marrow,Caro Morfield,PC,34-8728117,"4,333"
France,"1,22,468","1,03,033",08-09-2020,Electronics,Johns and Sons,Othello Bowes,Avrit Chanders,Mobile,53-7680732,"19,436"
Sweden,"1,37,027","1,20,118",26-08-2020,Smartphones,McGlynn-Bergstrom,Maxie Marrow,Anita Woakes,PC,86-6380587,"16,909"
Finland,"1,32,246","1,06,842",02-01-2019,Games,Friesen-Rath,Hube Corey,Mellicent Mattys,PC,95-1862126,"25,405"
Portugal,"1,11,552","89,420",06-01-2020,Clothing,Wunsch LLC,Celine Tumasian,Aurelie Wren,PC,41-6241712,"22,132"
France,"1,27,946","1,11,851",09-09-2019,Beauty,"Hamill, Kulas and Roob",Othello Bowes,Crysta Halls,PC,32-3418936,"16,096"
Sweden,"78,680","62,417",12-10-2019,Games,Stehr LLC,Maxie Marrow,Tarrah Castelletti,PC,10-1511807,"16,263"
UK,"86,072","71,198",13-11-2019,Electronics,Gislason-Stanton,Jessamine Apark,Genevra Charrisson,Tablet,66-6360568,"14,873"
Portugal,"1,34,120","1,05,982",30-04-2020,Games,McGlynn-Bergstrom,Celine Tumasian,Brynn Dempster,PC,63-4386955,"28,138"
Spain,"77,855","63,546",13-08-2019,Outdoors,Goldner-Dibbert,Emalia Dinse,Bertha Walbrook,PC,77-3226391,"14,310"
UK,"1,76,080","1,53,401",13-11-2019,Beauty,Tillman and Sons,Jessamine Apark,Jay Morefield,PC,74-9554997,"22,679"
Portugal,"1,59,514","1,38,873",23-09-2020,Clothing,Hessel-Stiedemann,Celine Tumasian,Aurelie Wren,PC,37-0756560,"20,641"
France,"2,38,850","1,99,607",30-06-2019,Appliances,"Rowe, Hermiston and Kessler",Othello Bowes,Ora Grennan,PC,19-9649739,"39,243"
Sweden,"2,40,941","1,95,138",27-12-2019,Accessories,Wunsch LLC,Maxie Marrow,Tarrah Castelletti,PC,91-4735064,"45,803"
Denmark,"1,09,893","89,442",06-05-2020,Books,"Lubowitz, McLaughlin and Erdman",Modestia Byfford,Cobby Andersen,PC,82-1337530,"20,451"
Germany,"86,704","75,381",05-10-2020,Books,Tillman and Sons,Rickard Doogood,Casie MacBain,PC,39-3209780,"11,324"
Ireland,"2,92,125","2,45,823",09-12-2019,Beauty,"Christiansen, Donnelly and Bechtelar",Glenine Suttaby,Palm Wetherald,PC,18-0483044,"46,302"
Bulgaria,"1,22,999","97,476",28-01-2020,Games,Armstrong-Little,Charil Alpe,Bernadine Fullagar,PC,70-0044622,"25,522"
Sweden,"50,647","43,040",01-04-2020,Clothing,Johns and Sons,Maxie Marrow,Madelon Bront,PC,43-1236055,"7,607"
Sweden,"89,639","77,789",25-01-2019,Clothing,Altenwerth-Konopelski,Maxie Marrow,Madelon Bront,PC,25-6133000,"11,850"
Spain,"1,07,359","90,869",29-10-2019,Electronics,Kirlin and Sons,Emalia Dinse,Perri Aldersley,PC,78-7666796,"16,490"
Luxembourg,"1,48,360","1,18,480",23-07-2020,Games,"Dickinson, Hyatt and Berge",Ilsa Kob,Jocelyn Laurentino,PC,45-1867999,"29,880"
Finland,"1,77,465","1,42,717",25-01-2020,Outdoors,Gislason-Stanton,Hube Corey,Mellicent Mattys,PC,97-5797169,"34,748"
Portugal,"1,68,757","1,36,896",24-08-2020,Appliances,Labadie and Sons,Celine Tumasian,Aurelie Wren,PC,31-6585710,"31,861"
France,"19,815","16,787",20-03-2020,Appliances,"Murray, Reichel and Nolan",Othello Bowes,Avrit Chanders,PC,84-0460695,"3,028"
Belgium,"46,311","40,564",01-03-2020,Accessories,"Heaney, Gulgowski and Kshlerin",Lambert Norheny,Collin Mackness,PC,20-4568650,"5,747"
France,"1,44,927","1,22,261",07-09-2020,Appliances,Romaguera-Dietrich,Othello Bowes,Crysta Halls,PC,29-9208067,"22,667"
Netherlands,"2,03,232","1,63,053",23-12-2019,Books,Schuster Inc,Denice Amberg,Nero Harbisher,PC,21-2357660,"40,179"
Portugal,"40,468","34,657",28-02-2020,Smartphones,"Swaniawski, Runolfsson and Green",Celine Tumasian,Corene Shirer,Tablet,16-3842379,"5,811"
Sweden,"85,157","69,479",19-05-2020,Beauty,"Lubowitz, McLaughlin and Erdman",Maxie Marrow,Caro Morfield,PC,58-5376153,"15,677"
Portugal,"66,147","56,145",07-04-2020,Electronics,Hessel-Stiedemann,Celine Tumasian,Brynn Dempster,PC,04-1808253,"10,001"
Bulgaria,"2,30,669","1,82,321",05-06-2019,Books,Altenwerth-Konopelski,Charil Alpe,Bernadine Fullagar,PC,44-9036885,"48,348"
UK,"59,043","48,876",27-10-2020,Smartphones,"Murray, Reichel and Nolan",Jessamine Apark,Genevra Charrisson,PC,35-0548738,"10,167"
Ireland,"99,888","84,046",10-03-2020,Electronics,Friesen-Rath,Glenine Suttaby,Bunnie Tonbridge,PC,64-0103144,"15,842"
Netherlands,"2,14,983","1,80,414",11-06-2019,Beauty,McClure Inc,Denice Amberg,Nero Harbisher,Tablet,48-7080069,"34,569"
Portugal,"52,209","41,480",26-03-2019,Beauty,McClure Inc,Celine Tumasian,Corene Shirer,PC,05-2772504,"10,729"
Sweden,"83,782","67,311",10-02-2019,Electronics,"Christiansen, Donnelly and Bechtelar",Maxie Marrow,Madelon Bront,PC,42-2439801,"16,472"
Portugal,"1,66,367","1,35,789",02-11-2020,Beauty,Wisoky Inc,Celine Tumasian,Smitty Culverhouse,PC,82-8353642,"30,578"
UK,"1,67,615","1,35,567",30-12-2020,Smartphones,Johns and Sons,Jessamine Apark,Winny Agnolo,PC,16-5450021,"32,048"
Sweden,"1,18,031","97,305",04-09-2019,Electronics,"Dickinson, Hyatt and Berge",Maxie Marrow,Madelon Bront,PC,80-1021367,"20,726"
Netherlands,"1,02,073","81,771",02-03-2020,Outdoors,"Farrell, Swaniawski and Crist",Denice Amberg,Nero Harbisher,Mobile,03-3076058,"20,302"
Finland,"99,990","81,192",15-11-2019,Appliances,Corwin and Sons,Hube Corey,Wat Bowkley,PC,92-4440351,"18,798"
Sweden,"79,407","64,383",21-07-2020,Accessories,"Jacobson, Marvin and Brown",Maxie Marrow,Alyosha Meah,PC,15-3268783,"15,024"
France,"1,84,431","1,53,060",07-12-2019,Books,Johns and Sons,Othello Bowes,Ora Grennan,Mobile,44-7664180,"31,372"
Portugal,"1,44,725","1,15,057",15-01-2019,Smartphones,Wisoky Inc,Celine Tumasian,Aurelie Wren,PC,92-7042708,"29,669"
UK,"21,922","18,802",05-03-2020,Smartphones,"Swaniawski, Runolfsson and Green",Jessamine Apark,Jay Morefield,Tablet,21-8595718,"3,119"
Portugal,"21,342","16,930",28-03-2019,Games,Romaguera-Haley,Celine Tumasian,Smitty Culverhouse,PC,06-4611284,"4,411"
Sweden,"84,537","69,405",19-01-2020,Games,"Keeling, Monahan and Pollich",Maxie Marrow,Tarrah Castelletti,Mobile,04-4730440,"15,132"
France,"40,544","32,667",01-08-2020,Books,Johns and Sons,Othello Bowes,Ora Grennan,PC,89-7467187,"7,878"
Finland,"1,78,190","1,53,421",09-08-2019,Games,Johns and Sons,Hube Corey,Mellicent Mattys,PC,37-7100862,"24,768"
France,"36,276","28,749",23-03-2019,Games,Johns and Sons,Othello Bowes,Ora Grennan,PC,20-9472915,"7,527"
Sweden,"36,182","29,698",27-10-2020,Appliances,Altenwerth-Konopelski,Maxie Marrow,Madelon Bront,Tablet,82-8836162,"6,484"
UK,"66,613","55,462",25-09-2019,Electronics,Labadie and Sons,Jessamine Apark,Genevra Charrisson,PC,38-8230515,"11,151"
Ireland,"77,279","62,951",02-10-2020,Smartphones,Dibbert Inc,Glenine Suttaby,Palm Wetherald,PC,46-8792953,"14,327"
UK,"1,49,938","1,23,579",14-11-2020,Appliances,Johns and Sons,Jessamine Apark,Jay Morefield,PC,93-0380487,"26,359"
Spain,"1,23,954","1,01,939",08-05-2019,Beauty,Wiza and Sons,Emalia Dinse,Perri Aldersley,PC,44-2650716,"22,014"
Sweden,"73,774","58,421",21-01-2020,Books,Tromp LLC,Maxie Marrow,Caro Morfield,Mobile,78-7812852,"15,352"
Portugal,"2,06,870","1,80,928",20-07-2020,Electronics,"Spencer, Rogahn and Muller",Celine Tumasian,Corene Shirer,PC,11-2653878,"25,941"
France,"63,691","53,456",27-08-2020,Electronics,Hegmann Group,Othello Bowes,Crysta Halls,Mobile,74-9856135,"10,235"
UK,"18,898","16,470",16-02-2020,Other,Hessel-Stiedemann,Jessamine Apark,Winny Agnolo,Mobile,22-8551804,"2,428"
Portugal,"1,34,807","1,08,048",29-12-2020,Beauty,"Zieme, Bailey and Herzog",Celine Tumasian,Corene Shirer,PC,76-2368068,"26,759"
UK,"47,083","37,883",30-06-2020,Games,"Schowalter, Lesch and Beahan",Jessamine Apark,Winny Agnolo,PC,83-0606533,"9,200"
Portugal,"41,016","32,985",09-05-2019,Beauty,Homenick-Marvin,Celine Tumasian,Corene Shirer,Tablet,84-1745028,"8,031"
Sweden,"43,243","37,765",16-05-2019,Clothing,Johns and Sons,Maxie Marrow,Alyosha Meah,PC,63-2957047,"5,479"
Sweden,"88,832","71,501",23-12-2019,Electronics,"Murray, Reichel and Nolan",Maxie Marrow,Tarrah Castelletti,PC,90-3993986,"17,331"
France,"1,73,456","1,49,866",25-09-2019,Books,Johns and Sons,Othello Bowes,Avrit Chanders,Mobile,00-1398218,"23,590"
Spain,"90,927","73,051",24-03-2020,Smartphones,"Leffler, Prohaska and Streich",Emalia Dinse,Perri Aldersley,PC,09-9618844,"17,876"
Sweden,"72,757","63,379",05-03-2020,Other,Hessel-Stiedemann,Maxie Marrow,Alyosha Meah,PC,96-5143420,"9,378"
France,"60,069","47,689",09-05-2020,Other,Friesen-Rath,Othello Bowes,Crysta Halls,PC,99-0862667,"12,380"
France,"1,05,523","86,581",16-02-2019,Clothing,Gislason-Stanton,Othello Bowes,Amelina Piscopiello,PC,79-6118087,"18,941"
Luxembourg,"61,374","49,099",20-02-2020,Games,"Murray, Reichel and Nolan",Ilsa Kob,Jocelyn Laurentino,PC,07-5296371,"12,275"
Portugal,"76,857","65,536",31-05-2019,Clothing,"Schowalter, Lesch and Beahan",Celine Tumasian,Hortense Gerring,PC,93-9111830,"11,321"
Spain,"1,74,262","1,43,278",05-04-2019,Games,Hessel-Stiedemann,Emalia Dinse,Perri Aldersley,PC,47-0713476,"30,984"
Sweden,"1,51,315","1,21,173",23-05-2019,Beauty,Wiza and Sons,Maxie Marrow,Caro Morfield,PC,92-2645259,"30,142"
Ireland,"50,496","40,750",31-08-2020,Smartphones,"Heaney, Gulgowski and Kshlerin",Glenine Suttaby,Palm Wetherald,Mobile,93-4118211,"9,746"
UK,"36,534","31,138",17-07-2020,Appliances,Wunsch LLC,Jessamine Apark,Winny Agnolo,PC,90-7039701,"5,396"
France,"1,34,243","1,13,020",21-01-2019,Beauty,Kihn Inc,Othello Bowes,Maighdiln Upcraft,PC,64-1003834,"21,224"
France,"56,069","47,378",06-02-2019,Games,"Dickinson, Hyatt and Berge",Othello Bowes,Ora Grennan,PC,24-2679038,"8,691"
France,"31,162","27,301",09-05-2020,Beauty,"Hermiston, Simonis and Wisoky",Othello Bowes,Maighdiln Upcraft,Mobile,06-4986886,"3,861"
France,"98,915","85,176",02-04-2020,Electronics,Schoen-Keeling,Othello Bowes,Ora Grennan,Mobile,63-5897834,"13,739"
Ireland,"1,14,233","95,796",23-03-2019,Clothing,Johns and Sons,Glenine Suttaby,Bunnie Tonbridge,Tablet,45-6860897,"18,437"
Luxembourg,"71,360","59,750",02-01-2019,Electronics,Tillman and Sons,Ilsa Kob,Jocelyn Laurentino,PC,40-9830607,"11,610"
Portugal,"87,460","69,968",16-11-2020,Beauty,Romaguera-Haley,Celine Tumasian,Brynn Dempster,Mobile,09-8360520,"17,492"
Finland,"52,389","45,641",31-07-2020,Electronics,Johns and Sons,Hube Corey,Mellicent Mattys,PC,55-6785409,"6,748"
Sweden,"1,78,304","1,53,574",09-12-2020,Electronics,Dibbert Inc,Maxie Marrow,Tarrah Castelletti,PC,12-4881666,"24,731"
UK,"80,014","65,587",27-01-2020,Electronics,Romaguera-Dietrich,Jessamine Apark,Winny Agnolo,PC,86-7866497,"14,426"
Ireland,"88,685","75,338",23-01-2020,Other,"Leffler, Prohaska and Streich",Glenine Suttaby,Palm Wetherald,PC,12-2375671,"13,347"
UK,"1,61,773","1,38,284",30-04-2019,Books,Johns and Sons,Jessamine Apark,Jay Morefield,PC,56-6310976,"23,489"
France,"1,08,969","88,395",17-10-2019,Books,Johns and Sons,Othello Bowes,Ora Grennan,PC,08-4398900,"20,573"
UK,"50,374","44,047",07-10-2019,Games,Armstrong-Little,Jessamine Apark,Genevra Charrisson,PC,23-3084772,"6,327"
Sweden,"1,74,380","1,51,519",02-01-2019,Appliances,Larkin-Collier,Maxie Marrow,Tarrah Castelletti,PC,33-8484080,"22,861"
Bulgaria,"81,483","64,722",09-02-2019,Electronics,Johns and Sons,Charil Alpe,Shermy McGready,PC,28-0362135,"16,761"
France,"1,08,159","89,328",09-10-2020,Appliances,Altenwerth-Konopelski,Othello Bowes,Crysta Halls,PC,53-4511393,"18,830"
Portugal,"76,944","62,871",01-06-2019,Electronics,Johns and Sons,Celine Tumasian,Smitty Culverhouse,PC,50-0521963,"14,073"
Portugal,"57,346","45,716",09-11-2020,Clothing,Walter LLC,Celine Tumasian,Hortense Gerring,PC,75-6127722,"11,630"
Sweden,"71,049","58,843",15-08-2019,Outdoors,Corwin and Sons,Maxie Marrow,Madelon Bront,PC,99-3994854,"12,206"
France,"79,205","65,423",07-05-2019,Games,"Christiansen, Donnelly and Bechtelar",Othello Bowes,Avrit Chanders,Tablet,45-5157875,"13,782"
France,"42,290","34,255",10-11-2019,Clothing,Walter LLC,Othello Bowes,Avrit Chanders,Tablet,97-8921759,"8,035"
France,"1,10,090","93,434",01-02-2019,Clothing,"Leffler, Prohaska and Streich",Othello Bowes,Maighdiln Upcraft,PC,43-6672888,"16,657"
France,"1,21,044","96,750",28-09-2020,Books,Hessel-Stiedemann,Othello Bowes,Crysta Halls,PC,28-6152726,"24,293"
Finland,"1,30,252","1,05,387",05-08-2019,Beauty,Johns and Sons,Hube Corey,Mellicent Mattys,PC,26-1201622,"24,865"
France,"1,56,110","1,32,585",22-07-2019,Beauty,Stehr LLC,Othello Bowes,Maighdiln Upcraft,PC,18-3315246,"23,526"
Sweden,"1,22,273","1,04,531",07-01-2020,Appliances,Romaguera-Haley,Maxie Marrow,Caro Morfield,PC,40-9114557,"17,742"
Portugal,"1,26,021","1,01,762",13-06-2020,Beauty,Johns and Sons,Celine Tumasian,Hortense Gerring,Mobile,34-8443139,"24,259"
Sweden,"69,565","57,809",23-05-2020,Beauty,Johns and Sons,Maxie Marrow,Anita Woakes,PC,79-0393736,"11,757"
Bulgaria,"1,74,272","1,42,084",20-05-2019,Clothing,Hessel-Stiedemann,Charil Alpe,Shermy McGready,PC,58-2923511,"32,188"
Portugal,"61,994","54,251",19-02-2019,Books,Friesen-Rath,Celine Tumasian,Corene Shirer,PC,84-1343954,"7,743"
Sweden,"2,07,379","1,66,443",18-12-2019,Accessories,Franecki-White,Maxie Marrow,Anita Woakes,PC,43-9259516,"40,937"
Sweden,"1,53,824","1,29,258",30-11-2020,Electronics,West-Cummings,Maxie Marrow,Anita Woakes,Mobile,53-0009701,"24,566"
Portugal,"2,51,004","2,14,106",30-07-2019,Clothing,Hilll-Vandervort,Celine Tumasian,Hortense Gerring,PC,50-2002828,"36,898"
UK,"78,014","64,509",04-04-2020,Clothing,"Keeling, Monahan and Pollich",Jessamine Apark,Genevra Charrisson,PC,90-6933957,"13,504"
Finland,"2,04,138","1,65,617",20-06-2019,Clothing,"Hartmann, Hane and Pfannerstill",Hube Corey,Wat Bowkley,Tablet,98-4201877,"38,521"
Ireland,"81,359","68,919",21-08-2020,Books,Tillman and Sons,Glenine Suttaby,Palm Wetherald,Mobile,86-2962836,"12,440"
Portugal,"81,459","64,434",14-11-2019,Books,Johns and Sons,Celine Tumasian,Aurelie Wren,PC,76-5324325,"17,025"
Sweden,"79,314","63,316",01-03-2020,Appliances,"Dickinson, Hyatt and Berge",Maxie Marrow,Madelon Bront,PC,36-3226083,"15,998"
Finland,"1,00,978","86,569",09-08-2019,Appliances,Johns and Sons,Hube Corey,Wat Bowkley,PC,00-8086430,"14,410"
Portugal,"1,72,444","1,49,681",05-01-2019,Smartphones,Larkin-Collier,Celine Tumasian,Hortense Gerring,PC,98-0946281,"22,763"
UK,"1,11,523","98,018",02-03-2020,Outdoors,Kihn Inc,Jessamine Apark,Winny Agnolo,PC,82-4770311,"13,505"
UK,"62,948","49,968",16-10-2019,Accessories,"Schowalter, Lesch and Beahan",Jessamine Apark,Genevra Charrisson,PC,34-0265266,"12,980"
France,"80,295","65,296",04-10-2019,Books,Considine-Fisher,Othello Bowes,Avrit Chanders,PC,47-9858688,"14,999"
France,"2,34,961","1,99,388",02-06-2019,Accessories,"Heaney, Gulgowski and Kshlerin",Othello Bowes,Maighdiln Upcraft,Mobile,24-9178520,"35,573"
France,"2,14,616","1,77,637",30-06-2019,Games,"Bashirian, Okuneva and Bechtelar",Othello Bowes,Amelina Piscopiello,PC,17-5553034,"36,978"
France,"1,73,419","1,40,747",19-05-2019,Electronics,Hessel-Stiedemann,Othello Bowes,Maighdiln Upcraft,PC,03-5073152,"32,672"
France,"27,401","22,833",18-09-2019,Electronics,Friesen and Sons,Othello Bowes,Maighdiln Upcraft,PC,19-8109416,"4,568"
Portugal,"1,79,323","1,50,739",08-08-2020,Smartphones,Homenick-Marvin,Celine Tumasian,Brynn Dempster,Tablet,16-5710075,"28,584"
Portugal,"1,35,211","1,08,534",12-08-2019,Clothing,Larkin-Collier,Celine Tumasian,Corene Shirer,PC,78-5541691,"26,677"
France,"1,86,209","1,48,819",24-06-2019,Clothing,Friesen-Rath,Othello Bowes,Avrit Chanders,Mobile,69-8016438,"37,391"
Ireland,"1,27,592","1,08,989",30-04-2020,Games,"Swaniawski, Runolfsson and Green",Glenine Suttaby,Palm Wetherald,Mobile,43-7205800,"18,603"
Sweden,"53,093","42,533",25-10-2020,Clothing,Romaguera-Haley,Maxie Marrow,Anita Woakes,PC,84-2496865,"10,560"
Netherlands,"28,787","24,610",06-08-2019,Games,McGlynn-Prosacco,Denice Amberg,Nero Harbisher,PC,13-4700827,"4,177"
UK,"49,931","40,174",21-02-2020,Outdoors,Labadie and Sons,Jessamine Apark,Genevra Charrisson,PC,10-5202864,"9,756"
Portugal,"48,764","39,435",14-07-2020,Smartphones,Labadie and Sons,Celine Tumasian,Smitty Culverhouse,PC,29-6521179,"9,328"
France,"71,080","56,779",15-11-2019,Electronics,"Swaniawski, Runolfsson and Green",Othello Bowes,Avrit Chanders,PC,30-9137723,"14,301"
Sweden,"43,159","36,245",13-05-2019,Electronics,West-Cummings,Maxie Marrow,Anita Woakes,PC,55-4422832,"6,914"
France,"1,17,539","1,00,719",03-07-2019,Beauty,Wisoky Inc,Othello Bowes,Avrit Chanders,PC,12-1257338,"16,820"
Portugal,"45,726","36,571",07-07-2020,Other,Schoen-Keeling,Celine Tumasian,Aurelie Wren,Mobile,66-6777720,"9,154"
Portugal,"77,523","64,227",31-07-2019,Outdoors,"Bashirian, Okuneva and Bechtelar",Celine Tumasian,Aurelie Wren,Mobile,53-3568171,"13,295"
Germany,"44,119","38,251",04-03-2020,Electronics,Romaguera-Dietrich,Rickard Doogood,Casie MacBain,Mobile,77-6124790,"5,868"
UK,"2,42,526","2,12,113",03-06-2019,Clothing,Hegmann Group,Jessamine Apark,Winny Agnolo,PC,09-3668672,"30,413"
France,"1,40,636","1,15,195",08-12-2020,Smartphones,Johns and Sons,Othello Bowes,Amelina Piscopiello,PC,00-5823706,"25,441"
Portugal,"1,57,754","1,32,167",09-08-2019,Books,"Bashirian, Okuneva and Bechtelar",Celine Tumasian,Aurelie Wren,Mobile,67-8646070,"25,588"
France,"88,977","72,534",03-10-2020,Books,Franecki-White,Othello Bowes,Ora Grennan,PC,58-1975365,"16,443"
Portugal,"74,231","61,605",11-11-2019,Beauty,Gislason-Stanton,Celine Tumasian,Brynn Dempster,Mobile,99-7842298,"12,627"
Sweden,"1,31,402","1,06,383",03-10-2019,Beauty,Johns and Sons,Maxie Marrow,Anita Woakes,PC,80-8019337,"25,019"
Sweden,"1,56,505","1,28,647",04-05-2019,Electronics,"Schmitt, Purdy and Johnson",Maxie Marrow,Alyosha Meah,PC,76-8416893,"27,858"
Portugal,"1,39,201","1,20,172",23-08-2019,Games,Johns and Sons,Celine Tumasian,Brynn Dempster,PC,19-3893110,"19,029"
Sweden,"1,21,293","1,04,385",23-03-2019,Beauty,Schoen-Keeling,Maxie Marrow,Tarrah Castelletti,PC,17-3994138,"16,908"
France,"84,712","73,005",11-07-2020,Books,Altenwerth-Konopelski,Othello Bowes,Ora Grennan,PC,29-8090560,"11,707"
Portugal,"1,72,202","1,49,816",09-04-2019,Appliances,Morissette Group,Celine Tumasian,Hortense Gerring,Tablet,75-5652593,"22,386"
Sweden,"1,08,979","95,433",28-11-2019,Games,"Bashirian, Okuneva and Bechtelar",Maxie Marrow,Madelon Bront,PC,84-5276032,"13,546"
Portugal,"69,872","58,015",06-09-2020,Games,Johns and Sons,Celine Tumasian,Smitty Culverhouse,PC,01-4729172,"11,857"
France,"1,84,221","1,50,325",15-06-2019,Electronics,Hessel-Stiedemann,Othello Bowes,Amelina Piscopiello,PC,70-3373325,"33,897"
France,"57,348","47,588",12-01-2019,Clothing,Hessel-Stiedemann,Othello Bowes,Crysta Halls,PC,73-6329299,"9,761"
France,"1,97,581","1,69,485",13-12-2019,Electronics,"Christiansen, Donnelly and Bechtelar",Othello Bowes,Ora Grennan,PC,74-6221213,"28,096"
Portugal,"1,01,322","86,711",17-02-2019,Games,Dibbert Inc,Celine Tumasian,Brynn Dempster,PC,53-1326953,"14,611"
UK,"1,24,235","98,245",19-09-2020,Outdoors,Johns and Sons,Jessamine Apark,Genevra Charrisson,PC,56-7081196,"25,990"
Portugal,"2,54,883","2,13,414",12-12-2019,Appliances,"Dickinson, Hyatt and Berge",Celine Tumasian,Corene Shirer,PC,85-9560144,"41,469"
France,"57,334","46,309",24-10-2020,Other,Goldner-Dibbert,Othello Bowes,Amelina Piscopiello,PC,35-9605742,"11,025"
Portugal,"65,760","56,672",09-10-2020,Smartphones,"Schowalter, Lesch and Beahan",Celine Tumasian,Aurelie Wren,PC,30-0037690,"9,088"
Portugal,"53,485","46,714",18-02-2020,Clothing,Johns and Sons,Celine Tumasian,Corene Shirer,PC,75-6038587,"6,771"
France,"1,54,951","1,33,196",09-10-2019,Smartphones,Kihn Inc,Othello Bowes,Crysta Halls,Tablet,45-8966277,"21,755"
UK,"19,949","16,364",25-02-2019,Beauty,Smith Group,Jessamine Apark,Winny Agnolo,Tablet,23-0941629,"3,585"
France,"1,24,785","1,06,853",22-05-2020,Electronics,"Swaniawski, Runolfsson and Green",Othello Bowes,Ora Grennan,Tablet,44-2757396,"17,932"
Luxembourg,"1,20,831","95,747",22-05-2020,Outdoors,Stamm-Zulauf,Ilsa Kob,Jocelyn Laurentino,PC,21-4464304,"25,085"
Portugal,"1,27,632","1,10,963",24-11-2019,Clothing,"Schowalter, Lesch and Beahan",Celine Tumasian,Corene Shirer,PC,02-8721192,"16,669"
Luxembourg,"68,984","59,561",11-01-2019,Beauty,"Schmitt, Purdy and Johnson",Ilsa Kob,Jocelyn Laurentino,PC,46-9710750,"9,423"
France,"56,823","46,584",21-12-2019,Beauty,"Rowe, Hermiston and Kessler",Othello Bowes,Ora Grennan,Mobile,26-1781486,"10,240"
Portugal,"1,26,975","1,01,516",13-01-2019,Games,Larkin-Collier,Celine Tumasian,Hortense Gerring,PC,57-7927520,"25,458"
Portugal,"1,21,736","1,06,215",06-05-2020,Accessories,"Zieme, Bailey and Herzog",Celine Tumasian,Smitty Culverhouse,PC,95-4271285,"15,521"
France,"1,50,287","1,23,611",05-08-2020,Books,"Fisher, Morar and Skiles",Othello Bowes,Avrit Chanders,PC,66-4296261,"26,676"
Finland,"93,007","81,837",09-11-2020,Outdoors,McGlynn-Prosacco,Hube Corey,Wat Bowkley,PC,24-8477374,"11,170"
Ireland,"1,65,747","1,32,913",21-01-2020,Books,"Farrell, Swaniawski and Crist",Glenine Suttaby,Bunnie Tonbridge,PC,96-1991854,"32,835"
Sweden,"1,77,216","1,55,808",07-05-2019,Clothing,"Schmitt, Purdy and Johnson",Maxie Marrow,Alyosha Meah,PC,54-3353166,"21,408"
France,"99,132","78,820",21-03-2020,Smartphones,Kirlin and Sons,Othello Bowes,Avrit Chanders,PC,44-6408586,"20,312"
Germany,"1,80,520","1,45,968",04-07-2019,Games,"Jacobson, Marvin and Brown",Rickard Doogood,Casie MacBain,PC,86-6107692,"34,552"
France,"68,173","54,041",14-11-2020,Smartphones,Larkin-Collier,Othello Bowes,Amelina Piscopiello,PC,89-7513050,"14,132"
Portugal,"97,439","79,774",08-08-2019,Games,Labadie and Sons,Celine Tumasian,Brynn Dempster,PC,54-2767741,"17,666"
